ng31303
==== Sun 28 Sep 2025 03:42:39 AM EDT | job 50266184 | node ng31303 ====
model= instance= sa_anneal=
SLURM_JOB_GPUS=1
CUDA_VISIBLE_DEVICES=0
0, GPU-1a287f03-a0ae-a34e-0169-62ebbbd530c8, NVIDIA A100-SXM4-40GB
=== KL-controlled VCA (IG-2) start ===
[cfg] T0=2  T_min=0.001  delta_kl=1.000e-02  mode=fo+so  inner_steps=10  w_clip=1000000.0  B_est=128  B_train=128
[0000] T=2 -> 1.9724  ΔT=-2.761e-02  (FO=-2.761e-02, SO=-3.370e-01) | E_p: mean=35.1798 min=30.3467 max=39.188 | E_π̂=33.7308  ΔÊ=1.449  Var_π̂=2.81844  ζ̂=0.176152 | ESS=32.4 (25.3%)  S≈204.518 -> 204.975 | F(λ;T): -373.856 -> F(λ;T_next): -369.519 | grad_norm≈3.25
[0013] T=1.7301 -> 1.7146  ΔT=-1.544e-02  (FO=-1.544e-02, SO=-2.305e-01) | E_p: mean=34.6028 min=30.1339 max=38.0486 | E_π̂=32.6638  ΔÊ=1.93898  Var_π̂=3.37254  ζ̂=0.376434 | ESS=45.0 (35.1%)  S≈205.147 -> 205.125 | F(λ;T): -320.318 -> F(λ;T_next): -316.555 | grad_norm≈3.41
[0014] T=1.7146 -> 1.6966  ΔT=-1.805e-02  (FO=-1.805e-02, SO=-2.575e-01) | E_p: mean=34.761 min=30.3456 max=39.757 | E_π̂=33.1324  ΔÊ=1.62857  Var_π̂=2.60707  ζ̂=0.301616 | ESS=46.9 (36.6%)  S≈205.13 -> 205.121 | F(λ;T): -316.965 -> F(λ;T_next): -312.765 | grad_norm≈3.25
[0015] T=1.6966 -> 1.6828  ΔT=-1.378e-02  (FO=-1.378e-02, SO=-2.050e-01) | E_p: mean=35.0453 min=29.9151 max=38.7227 | E_π̂=32.9562  ΔÊ=2.08917  Var_π̂=3.94474  ζ̂=0.47611 | ESS=32.9 (25.7%)  S≈205.205 -> 205.14 | F(λ;T): -313.105 -> F(λ;T_next): -310.802 | grad_norm≈2.79
[0016] T=1.6828 -> 1.6661  ΔT=-1.673e-02  (FO=-1.673e-02, SO=-2.448e-01) | E_p: mean=34.8573 min=30.4681 max=38.9808 | E_π̂=33.1641  ΔÊ=1.69318  Var_π̂=2.67736  ζ̂=0.333857 | ESS=47.1 (36.8%)  S≈205.153 -> 205.168 | F(λ;T): -310.378 -> F(λ;T_next): -307.034 | grad_norm≈2.65
[0017] T=1.6661 -> 1.6503  ΔT=-1.577e-02  (FO=-1.577e-02, SO=-2.661e-01) | E_p: mean=34.6693 min=31.0281 max=39.2336 | E_π̂=32.9086  ΔÊ=1.76073  Var_π̂=2.17561  ζ̂=0.28235 | ESS=57.7 (45.1%)  S≈205.119 -> 205.112 | F(λ;T): -307.077 -> F(λ;T_next): -303.564 | grad_norm≈2.57
[0018] T=1.6503 -> 1.6347  ΔT=-1.560e-02  (FO=-1.560e-02, SO=-2.484e-01) | E_p: mean=34.9692 min=30.4814 max=39.4265 | E_π̂=33.2228  ΔÊ=1.74635  Var_π̂=2.40434  ζ̂=0.324128 | ESS=56.2 (43.9%)  S≈205.126 -> 205.187 | F(λ;T): -303.556 -> F(λ;T_next): -300.599 | grad_norm≈3
[0019] T=1.6347 -> 1.6191  ΔT=-1.564e-02  (FO=-1.564e-02, SO=-2.262e-01) | E_p: mean=34.9255 min=29.7713 max=39.6661 | E_π̂=33.2174  ΔÊ=1.70814  Var_π̂=2.79032  ζ̂=0.390724 | ESS=48.8 (38.1%)  S≈205.157 -> 205.125 | F(λ;T): -300.451 -> F(λ;T_next): -297.426 | grad_norm≈2.73
[0020] T=1.6191 -> 1.6089  ΔT=-1.014e-02  (FO=-1.014e-02, SO=-1.621e-01) | E_p: mean=34.8202 min=28.8324 max=38.9818 | E_π̂=32.2347  ΔÊ=2.58553  Var_π̂=5.23054  ζ̂=0.761147 | ESS=24.9 (19.5%)  S≈205.17 -> 205.167 | F(λ;T): -297.368 -> F(λ;T_next): -295.286 | grad_norm≈2.51
[0021] T=1.6089 -> 1.5978  ΔT=-1.112e-02  (FO=-1.112e-02, SO=-1.718e-01) | E_p: mean=34.8189 min=28.7306 max=39.5178 | E_π̂=32.4908  ΔÊ=2.32808  Var_π̂=4.53983  ζ̂=0.677445 | ESS=24.9 (19.5%)  S≈205.117 -> 205.176 | F(λ;T): -295.203 -> F(λ;T_next): -293.099 | grad_norm≈2.22
[0022] T=1.5978 -> 1.5838  ΔT=-1.398e-02  (FO=-1.398e-02, SO=-2.318e-01) | E_p: mean=35.0294 min=31.1293 max=38.829 | E_π̂=33.2038  ΔÊ=1.82558  Var_π̂=2.4259  ζ̂=0.372181 | ESS=45.8 (35.8%)  S≈205.119 -> 205.127 | F(λ;T): -292.716 -> F(λ;T_next): -290.116 | grad_norm≈2.08
[0023] T=1.5838 -> 1.5732  ΔT=-1.068e-02  (FO=-1.068e-02, SO=-1.807e-01) | E_p: mean=34.8887 min=29.7143 max=39.9516 | E_π̂=32.5404  ΔÊ=2.34825  Var_π̂=3.85612  ζ̂=0.612779 | ESS=29.8 (23.3%)  S≈205.158 -> 205.159 | F(λ;T): -290.049 -> F(λ;T_next): -288.114 | grad_norm≈2.86
[0024] T=1.5732 -> 1.5625  ΔT=-1.066e-02  (FO=-1.066e-02, SO=-1.933e-01) | E_p: mean=34.6695 min=29.8649 max=39.1034 | E_π̂=32.3482  ΔÊ=2.3213  Var_π̂=3.27967  ζ̂=0.535475 | ESS=34.5 (26.9%)  S≈205.156 -> 205.155 | F(λ;T): -288.073 -> F(λ;T_next): -285.607 | grad_norm≈2.78
[0025] T=1.5625 -> 1.5499  ΔT=-1.265e-02  (FO=-1.265e-02, SO=-2.085e-01) | E_p: mean=34.5657 min=30.2509 max=38.7167 | E_π̂=32.6352  ΔÊ=1.93048  Var_π̂=2.74342  ζ̂=0.460273 | ESS=42.9 (33.5%)  S≈205.141 -> 205.05 | F(λ;T): -285.967 -> F(λ;T_next): -283.097 | grad_norm≈2.55
[0026] T=1.5499 -> 1.5335  ΔT=-1.634e-02  (FO=-1.634e-02, SO=-2.217e-01) | E_p: mean=34.8739 min=30.7769 max=39.3795 | E_π̂=33.4036  ΔÊ=1.47024  Var_π̂=2.3476  ζ̂=0.406879 | ESS=57.6 (45.0%)  S≈205.15 -> 205.068 | F(λ;T): -283.079 -> F(λ;T_next): -280.174 | grad_norm≈2.57
[0027] T=1.5335 -> 1.5216  ΔT=-1.187e-02  (FO=-1.187e-02, SO=-1.787e-01) | E_p: mean=34.4633 min=29.3554 max=39.3998 | E_π̂=32.4823  ΔÊ=1.98104  Var_π̂=3.46272  ζ̂=0.626135 | ESS=35.0 (27.4%)  S≈205.065 -> 205.031 | F(λ;T): -280.006 -> F(λ;T_next): -277.702 | grad_norm≈2.3
[0028] T=1.5216 -> 1.5057  ΔT=-1.598e-02  (FO=-1.598e-02, SO=-1.942e-01) | E_p: mean=34.4692 min=29.9084 max=39.6887 | E_π̂=33.0204  ΔÊ=1.4488  Var_π̂=2.84423  ζ̂=0.530535 | ESS=48.2 (37.6%)  S≈205.023 -> 204.877 | F(λ;T): -277.502 -> F(λ;T_next): -274.311 | grad_norm≈2.57
[0029] T=1.5057 -> 1.4944  ΔT=-1.128e-02  (FO=-1.128e-02, SO=-1.673e-01) | E_p: mean=34.3953 min=28.9076 max=39.1518 | E_π̂=32.3852  ΔÊ=2.01005  Var_π̂=3.67427  ζ̂=0.714929 | ESS=38.5 (30.0%)  S≈204.948 -> 204.956 | F(λ;T): -274.188 -> F(λ;T_next): -272.094 | grad_norm≈2.83
[0030] T=1.4944 -> 1.4778  ΔT=-1.660e-02  (FO=-1.660e-02, SO=-1.853e-01) | E_p: mean=34.1277 min=29.536 max=38.2189 | E_π̂=32.7824  ΔÊ=1.34531  Var_π̂=2.90501  ζ̂=0.582506 | ESS=50.2 (39.2%)  S≈204.973 -> 204.78 | F(λ;T): -272.181 -> F(λ;T_next): -268.521 | grad_norm≈3.43
[0031] T=1.4778 -> 1.4639  ΔT=-1.391e-02  (FO=-1.391e-02, SO=-1.672e-01) | E_p: mean=33.8453 min=28.6705 max=37.9703 | E_π̂=32.2748  ΔÊ=1.57054  Var_π̂=3.41278  ζ̂=0.715593 | ESS=48.9 (38.2%)  S≈204.777 -> 204.716 | F(λ;T): -268.771 -> F(λ;T_next): -265.998 | grad_norm≈3.38
[0032] T=1.4639 -> 1.4383  ΔT=-2.555e-02  (FO=-2.555e-02, SO=-1.927e-01) | E_p: mean=33.6698 min=29.391 max=37.303 | E_π̂=32.831  ΔÊ=0.83884  Var_π̂=2.47405  ζ̂=0.538753 | ESS=75.7 (59.1%)  S≈204.733 -> 204.873 | F(λ;T): -266.034 -> F(λ;T_next): -260.981 | grad_norm≈4.39
[0033] T=1.4383 -> 1.4255  ΔT=-1.288e-02  (FO=-1.288e-02, SO=-1.465e-01) | E_p: mean=33.829 min=28.0911 max=38.9706 | E_π̂=32.2226  ΔÊ=1.60642  Var_π̂=3.98725  ζ̂=0.931618 | ESS=47.2 (36.9%)  S≈204.772 -> 204.764 | F(λ;T): -260.701 -> F(λ;T_next): -258.018 | grad_norm≈3.52
[0034] T=1.4255 -> 1.4099  ΔT=-1.559e-02  (FO=-1.559e-02, SO=-1.643e-01) | E_p: mean=33.7483 min=29.1677 max=39.0034 | E_π̂=32.4451  ΔÊ=1.30317  Var_π̂=3.0595  ζ̂=0.741034 | ESS=65.4 (51.1%)  S≈204.863 -> 204.775 | F(λ;T): -258.274 -> F(λ;T_next): -254.884 | grad_norm≈3.41
[0035] T=1.4099 -> 1.3895  ΔT=-2.033e-02  (FO=-2.033e-02, SO=-1.732e-01) | E_p: mean=33.6415 min=29.28 max=37.2866 | E_π̂=32.6638  ΔÊ=0.977722  Var_π̂=2.63391  ζ̂=0.666648 | ESS=62.1 (48.5%)  S≈204.686 -> 204.686 | F(λ;T): -254.937 -> F(λ;T_next): -250.876 | grad_norm≈3.44
[0036] T=1.3895 -> 1.3696  ΔT=-1.995e-02  (FO=-1.995e-02, SO=-1.680e-01) | E_p: mean=33.728 min=29.0928 max=38.698 | E_π̂=32.76  ΔÊ=0.967987  Var_π̂=2.64224  ζ̂=0.70876 | ESS=66.1 (51.6%)  S≈204.783 -> 204.763 | F(λ;T): -250.824 -> F(λ;T_next): -246.791 | grad_norm≈3.79
[0037] T=1.3696 -> 1.3535  ΔT=-1.610e-02  (FO=-1.610e-02, SO=-1.325e-01) | E_p: mean=33.593 min=28.2834 max=38.0958 | E_π̂=32.428  ΔÊ=1.16498  Var_π̂=4.00624  ζ̂=1.13863 | ESS=63.5 (49.6%)  S≈204.703 -> 204.455 | F(λ;T): -246.765 -> F(λ;T_next): -243.473 | grad_norm≈3.72
[0038] T=1.3535 -> 1.3359  ΔT=-1.762e-02  (FO=-1.762e-02, SO=-1.294e-01) | E_p: mean=33.2801 min=28.5171 max=37.5136 | E_π̂=32.2403  ΔÊ=1.03982  Var_π̂=4.00731  ζ̂=1.1941 | ESS=60.6 (47.4%)  S≈204.534 -> 204.617 | F(λ;T): -243.553 -> F(λ;T_next): -239.984 | grad_norm≈3.46
[0039] T=1.3359 -> 1.3169  ΔT=-1.895e-02  (FO=-1.895e-02, SO=-1.356e-01) | E_p: mean=33.2477 min=28.4249 max=38.5323 | E_π̂=32.3061  ΔÊ=0.941578  Var_π̂=3.46475  ζ̂=1.08798 | ESS=63.8 (49.8%)  S≈204.533 -> 204.516 | F(λ;T): -239.981 -> F(λ;T_next): -236.173 | grad_norm≈3.98
[0040] T=1.3169 -> 1.3005  ΔT=-1.643e-02  (FO=-1.643e-02, SO=-1.311e-01) | E_p: mean=33.1273 min=28.4669 max=36.4328 | E_π̂=32.0718  ΔÊ=1.05546  Var_π̂=3.49903  ζ̂=1.16337 | ESS=62.0 (48.4%)  S≈204.423 -> 204.579 | F(λ;T): -236.08 -> F(λ;T_next): -233.071 | grad_norm≈4.42
[0041] T=1.3005 -> 1.2798  ΔT=-2.066e-02  (FO=-2.066e-02, SO=-1.212e-01) | E_p: mean=33.0796 min=28.379 max=37.3361 | E_π̂=32.261  ΔÊ=0.818619  Var_π̂=3.89254  ζ̂=1.36087 | ESS=77.1 (60.2%)  S≈204.48 -> 204.576 | F(λ;T): -232.842 -> F(λ;T_next): -228.625 | grad_norm≈3.78
[0042] T=1.2798 -> 1.2655  ΔT=-1.436e-02  (FO=-1.436e-02, SO=-9.633e-02) | E_p: mean=33.2343 min=26.9673 max=37.9939 | E_π̂=32.0933  ΔÊ=1.14101  Var_π̂=5.78221  ζ̂=2.15524 | ESS=64.4 (50.3%)  S≈204.633 -> 204.519 | F(λ;T): -228.66 -> F(λ;T_next): -225.813 | grad_norm≈3.42
[0043] T=1.2655 -> 1.2534  ΔT=-1.205e-02  (FO=-1.205e-02, SO=-1.059e-01) | E_p: mean=33.1433 min=27.328 max=37.5334 | E_π̂=31.8147  ΔÊ=1.3286  Var_π̂=4.57364  ζ̂=1.78344 | ESS=55.8 (43.6%)  S≈204.751 -> 204.351 | F(λ;T): -225.962 -> F(λ;T_next): -223.26 | grad_norm≈2.96
[0044] T=1.2534 -> 1.2367  ΔT=-1.671e-02  (FO=-1.671e-02, SO=-1.079e-01) | E_p: mean=32.647 min=27.5576 max=38.5415 | E_π̂=31.707  ΔÊ=0.940001  Var_π̂=4.24384  ζ̂=1.71942 | ESS=64.8 (50.6%)  S≈204.189 -> 203.922 | F(λ;T): -223.286 -> F(λ;T_next): -219.772 | grad_norm≈3.76
[0045] T=1.2367 -> 1.2092  ΔT=-2.748e-02  (FO=-2.748e-02, SO=-1.230e-01) | E_p: mean=32.1662 min=25.8985 max=37.519 | E_π̂=31.6096  ΔÊ=0.556643  Var_π̂=3.09262  ζ̂=1.32211 | ESS=66.3 (51.8%)  S≈203.79 -> 204.136 | F(λ;T): -219.861 -> F(λ;T_next): -214.272 | grad_norm≈5.35
[0046] T=1.2092 -> 1.1747  ΔT=-3.452e-02  (FO=-3.452e-02, SO=-1.207e-01) | E_p: mean=32.6213 min=28.5048 max=36.8631 | E_π̂=32.1978  ΔÊ=0.423534  Var_π̂=2.93637  ζ̂=1.37336 | ESS=78.1 (61.0%)  S≈204.214 -> 204.199 | F(λ;T): -214.319 -> F(λ;T_next): -207.164 | grad_norm≈6.32
[0047] T=1.1747 -> 1.1574  ΔT=-1.728e-02  (FO=-1.728e-02, SO=-1.110e-01) | E_p: mean=32.7959 min=28.519 max=38.3079 | E_π̂=31.9972  ΔÊ=0.798702  Var_π̂=3.09075  ζ̂=1.62314 | ESS=70.2 (54.9%)  S≈204.304 -> 204.252 | F(λ;T): -207.199 -> F(λ;T_next): -203.821 | grad_norm≈4.1
[0048] T=1.1574 -> 1.1388  ΔT=-1.866e-02  (FO=-1.866e-02, SO=-1.035e-01) | E_p: mean=32.6469 min=27.9146 max=37.6484 | E_π̂=31.9289  ΔÊ=0.717937  Var_π̂=3.34876  ζ̂=1.86602 | ESS=71.2 (55.6%)  S≈204.188 -> 204.18 | F(λ;T): -203.685 -> F(λ;T_next): -199.761 | grad_norm≈3.64
[0049] T=1.1388 -> 1.1258  ΔT=-1.296e-02  (FO=-1.296e-02, SO=-1.035e-01) | E_p: mean=32.4813 min=28.1356 max=37.6671 | E_π̂=31.4804  ΔÊ=1.00089  Var_π̂=3.14088  ζ̂=1.86775 | ESS=39.6 (31.0%)  S≈204.029 -> 204.088 | F(λ;T): -199.859 -> F(λ;T_next): -197.354 | grad_norm≈3.62
[0050] T=1.1258 -> 1.0854  ΔT=-4.036e-02  (FO=-4.036e-02, SO=-1.042e-01) | E_p: mean=32.518 min=27.5147 max=36.7701 | E_π̂=32.204  ΔÊ=0.314014  Var_π̂=2.96038  ζ̂=1.84286 | ESS=86.6 (67.6%)  S≈203.973 -> 204.206 | F(λ;T): -197.116 -> F(λ;T_next): -188.977 | grad_norm≈5.94
[0051] T=1.0854 -> 1.0733  ΔT=-1.216e-02  (FO=-1.216e-02, SO=-8.113e-02) | E_p: mean=32.6418 min=25.9715 max=36.9859 | E_π̂=31.6726  ΔÊ=0.969147  Var_π̂=4.21782  ζ̂=3.03849 | ESS=61.5 (48.0%)  S≈204.104 -> 204.265 | F(λ;T): -188.902 -> F(λ;T_next): -186.583 | grad_norm≈3.6
[0052] T=1.0733 -> 1.0602  ΔT=-1.306e-02  (FO=-1.306e-02, SO=-8.961e-02) | E_p: mean=32.5411 min=27.657 max=36.7182 | E_π̂=31.6592  ΔÊ=0.881901  Var_π̂=3.30529  ζ̂=2.49084 | ESS=66.8 (52.2%)  S≈204.004 -> 203.889 | F(λ;T): -186.414 -> F(λ;T_next): -183.906 | grad_norm≈3.93
[0053] T=1.0602 -> 1.0471  ΔT=-1.309e-02  (FO=-1.309e-02, SO=-7.228e-02) | E_p: mean=32.2373 min=25.113 max=37.9805 | E_π̂=31.3785  ΔÊ=0.858849  Var_π̂=4.83708  ζ̂=3.82816 | ESS=48.6 (37.9%)  S≈203.814 -> 203.646 | F(λ;T): -183.851 -> F(λ;T_next): -181.302 | grad_norm≈3.02
[0054] T=1.0471 -> 1.0214  ΔT=-2.571e-02  (FO=-2.571e-02, SO=-1.015e-01) | E_p: mean=32.0965 min=28.1915 max=36.9144 | E_π̂=31.67  ΔÊ=0.426498  Var_π̂=2.33501  ζ̂=1.94211 | ESS=75.4 (58.9%)  S≈203.915 -> 204.152 | F(λ;T): -181.431 -> F(λ;T_next): -176.165 | grad_norm≈5.05
[0055] T=1.0214 -> 1.0057  ΔT=-1.571e-02  (FO=-1.571e-02, SO=-7.401e-02) | E_p: mean=32.3268 min=27.6111 max=36.9802 | E_π̂=31.6627  ΔÊ=0.664089  Var_π̂=3.975  ζ̂=3.6518 | ESS=69.1 (54.0%)  S≈204.071 -> 203.862 | F(λ;T): -176.117 -> F(λ;T_next): -172.848 | grad_norm≈4.93
[0056] T=1.0057 -> 0.99411  ΔT=-1.160e-02  (FO=-1.160e-02, SO=-7.117e-02) | E_p: mean=32.1879 min=26.959 max=36.4925 | E_π̂=31.3163  ΔÊ=0.871605  Var_π̂=4.03964  ζ̂=3.94856 | ESS=65.4 (51.1%)  S≈203.705 -> 203.59 | F(λ;T): -172.681 -> F(λ;T_next): -170.529 | grad_norm≈3.45
[0057] T=0.99411 -> 0.98469  ΔT=-9.426e-03  (FO=-9.426e-03, SO=-7.284e-02) | E_p: mean=32.2815 min=28.1939 max=37.6093 | E_π̂=31.2331  ΔÊ=1.04846  Var_π̂=3.68201  ζ̂=3.77 | ESS=41.6 (32.5%)  S≈203.881 -> 203.367 | F(λ;T): -170.399 -> F(λ;T_next): -168.525 | grad_norm≈2.98
[0058] T=0.98469 -> 0.96805  ΔT=-1.664e-02  (FO=-1.664e-02, SO=-7.063e-02) | E_p: mean=31.9704 min=25.9502 max=36.8804 | E_π̂=31.3876  ΔÊ=0.582821  Var_π̂=3.76925  ζ̂=4.00924 | ESS=65.0 (50.8%)  S≈203.673 -> 203.513 | F(λ;T): -168.584 -> F(λ;T_next): -165.211 | grad_norm≈3.39
[0059] T=0.96805 -> 0.93733  ΔT=-3.072e-02  (FO=-3.072e-02, SO=-7.978e-02) | E_p: mean=31.8904 min=26.309 max=35.2517 | E_π̂=31.5854  ΔÊ=0.305027  Var_π̂=2.75967  ζ̂=3.14243 | ESS=71.5 (55.9%)  S≈203.642 -> 203.667 | F(λ;T): -165.245 -> F(λ;T_next): -159.019 | grad_norm≈5.05
[0060] T=0.93733 -> 0.9225  ΔT=-1.483e-02  (FO=-1.483e-02, SO=-6.097e-02) | E_p: mean=31.965 min=27.0218 max=36.3318 | E_π̂=31.3726  ΔÊ=0.592402  Var_π̂=4.15285  ζ̂=5.37997 | ESS=60.0 (46.9%)  S≈203.502 -> 203.396 | F(λ;T): -158.783 -> F(λ;T_next): -155.922 | grad_norm≈4.88
[0061] T=0.9225 -> 0.91004  ΔT=-1.245e-02  (FO=-1.245e-02, SO=-6.429e-02) | E_p: mean=32.1154 min=27.3409 max=36.7177 | E_π̂=31.4321  ΔÊ=0.683386  Var_π̂=3.5043  ζ̂=4.83884 | ESS=67.8 (53.0%)  S≈203.705 -> 203.444 | F(λ;T): -155.801 -> F(λ;T_next): -153.331 | grad_norm≈4.25
[0062] T=0.91004 -> 0.88751  ΔT=-2.253e-02  (FO=-2.253e-02, SO=-7.282e-02) | E_p: mean=31.965 min=27.745 max=35.9506 | E_π̂=31.5975  ΔÊ=0.367554  Var_π̂=2.5866  ζ̂=3.7712 | ESS=51.9 (40.6%)  S≈203.663 -> 203.143 | F(λ;T): -153.378 -> F(λ;T_next): -148.828 | grad_norm≈4.79
[0063] T=0.88751 -> 0.87806  ΔT=-9.450e-03  (FO=-9.450e-03, SO=-5.743e-02) | E_p: mean=31.6631 min=27.0406 max=35.3711 | E_π̂=30.8295  ΔÊ=0.83353  Var_π̂=3.76236  ζ̂=6.06405 | ESS=62.8 (49.1%)  S≈203.312 -> 203.068 | F(λ;T): -148.779 -> F(λ;T_next): -146.915 | grad_norm≈3.5
[0064] T=0.87806 -> 0.86738  ΔT=-1.069e-02  (FO=-1.069e-02, SO=-6.634e-02) | E_p: mean=31.8545 min=26.8745 max=35.9558 | E_π̂=31.133  ΔÊ=0.721495  Var_π̂=2.70158  ζ̂=4.54481 | ESS=66.0 (51.6%)  S≈203.622 -> 203.358 | F(λ;T): -146.938 -> F(λ;T_next): -144.691 | grad_norm≈3.19
[0065] T=0.86738 -> 0.85975  ΔT=-7.628e-03  (FO=-7.628e-03, SO=-4.916e-02) | E_p: mean=32.0652 min=25.4797 max=37.1298 | E_π̂=31.0789  ΔÊ=0.986319  Var_π̂=4.68327  ζ̂=8.27407 | ESS=49.7 (38.8%)  S≈203.782 -> 203.145 | F(λ;T): -144.69 -> F(λ;T_next): -143.102 | grad_norm≈2.66
